timestamp,rack_id,module_id,cell_id,voltage,current,temp,soc,soh
2025.7.1 0:00,R01,M02,C11,3.607,3.256,25.401,68.265,97.855
2025.7.1 0:00,R01,M02,C12,3.7342,3.682,29.826,90.427,95.214
2025.7.1 0:00,R01,M02,C13,3.6046,3.399,27.998,86.357,96.593
2025.7.1 0:00,R01,M02,C14,3.6781,3.49,28.947,92.837,98.366
2025.7.1 0:00,R01,M02,C15,3.6419,3.495,30.037,69.988,98.393
2025.7.1 0:00,R01,M02,C16,3.6948,3.47,30.742,91.462,98.783
2025.7.1 0:00,R01,M02,C17,3.6349,3.34,31.259,89.87,97.015
2025.7.1 0:00,R01,M02,C18,3.6584,3.289,30.56,74.499,99.299
2025.7.1 0:00,R01,M02,C19,3.6264,3.573,31.32,86.22,98.89
2025.7.1 0:00,R01,M02,C20,3.6316,3.36,30.95,90.375,96.29
2025.7.1 0:00,R01,M02,C21,3.645,3.328,29.569,90.668,98.058
2025.7.1 0:00,R01,M02,C22,3.6828,3.314,26.549,86.331,99.398
2025.7.1 0:00,R01,M02,C23,3.6038,3.333,27.723,90.501,95.037
2025.7.1 0:00,R01,M02,C24,3.6068,3.747,29.336,93.267,98.742
2025.7.1 0:00,R01,M02,C25,3.6052,3.465,29.517,87.86,95.496
2025.7.1 0:00,R01,M02,C26,3.6674,3.684,26.347,73.449,97.928
2025.7.1 0:00,R01,M02,C27,3.6581,3.567,28.622,88.17,96.641
2025.7.1 0:00,R01,M02,C28,3.6252,3.391,30.909,88.04,96.95
2025.7.1 0:00,R01,M02,C29,3.7357,3.57,25.223,70.204,98.955
2025.7.1 0:00,R01,M02,C30,3.6376,3.294,28.427,91.511,95.717
2025.7.1 0:00,R01,M02,C31,3.6923,3.367,31.037,89.221,97.377
2025.7.1 0:00,R01,M02,C32,3.6602,3.472,30.595,87.092,95.976
2025.7.1 0:00,R01,M02,C33,3.6722,3.512,26.513,73.893,99.154
2025.7.1 0:00,R01,M02,C34,3.7057,3.792,25.143,92.178,98.691
2025.7.1 0:00,R01,M02,C35,3.6892,3.54,27.263,85.05,97.136
2025.7.1 0:00,R01,M02,C36,3.7349,3.743,26.997,89.018,95.176
2025.7.1 0:00,R01,M02,C37,3.6642,3.67,25.917,92.419,95.166
2025.7.1 0:00,R01,M02,C38,3.6315,3.378,27.313,86.849,97.483
2025.7.1 0:00,R01,M02,C39,3.6634,3.283,28.661,93.518,95.706
2025.7.1 0:00,R01,M02,C40,3.7302,3.308,31.96,93.828,97.817
2025.7.1 0:00,R01,M02,C41,3.6756,3.299,25.808,86.81,98.368
2025.7.1 0:00,R01,M02,C42,3.6084,3.546,28.246,76.094,96.73
2025.7.1 0:00,R01,M02,C43,3.7274,3.685,25.582,88.534,97.244
2025.7.1 0:00,R01,M02,C44,3.6204,3.724,26.813,88.888,95.984
2025.7.1 0:00,R01,M02,C45,3.7131,3.464,28.535,89.951,97.584
2025.7.1 0:00,R01,M02,C46,3.7106,3.294,30.376,86.258,97.834
2025.7.1 0:00,R01,M02,C47,3.6238,3.738,30.424,68.065,95.788
2025.7.1 0:00,R01,M02,C48,3.713,3.244,30.437,89.123,96.742
2025.7.1 0:00,R01,M03,C01,3.7238,3.275,27.882,93.154,95.73
2025.7.1 0:00,R01,M03,C02,3.654,3.235,30.756,76.058,96.442
2025.7.1 0:00,R01,M03,C03,3.6608,3.805,27.79,94.81,98.907
2025.7.1 0:00,R01,M03,C04,3.7209,3.59,31.948,93.268,97.957
2025.7.1 0:00,R01,M03,C05,3.7313,3.517,29.364,87.004,99.257
2025.7.1 0:00,R01,M03,C06,3.6849,3.771,25.915,90.799,95.551
2025.7.1 0:00,R01,M03,C07,3.7393,3.451,30.977,89.446,98.414
2025.7.1 0:00,R01,M03,C08,3.7394,3.412,29.717,91.892,98.155
2025.7.1 0:00,R01,M03,C09,3.7473,3.761,28.126,74.981,98.157
2025.7.1 0:00,R01,M03,C10,3.6693,3.654,25.951,94.73,98.711
2025.7.1 0:00,R01,M03,C11,3.7267,3.531,31.687,93.643,98.515
2025.7.1 0:00,R01,M03,C12,3.681,3.665,30.225,86.109,98.431
2025.7.1 0:00,R01,M03,C13,3.6147,3.738,28.61,94.078,99.486
2025.7.1 0:00,R01,M03,C14,3.7305,3.233,25.806,71.403,98.046
2025.7.1 0:00,R01,M03,C15,3.713,3.291,26.27,92.803,96.523
2025.7.1 0:00,R01,M03,C16,3.669,3.264,31.74,90.225,96.236
2025.7.1 0:00,R01,M03,C17,3.6474,3.45,25.603,69.555,98.225
2025.7.1 0:00,R01,M03,C18,3.721,3.532,25.574,87.869,96.127
2025.7.1 0:00,R01,M03,C19,3.6027,3.435,27.185,88.488,97.955
2025.7.1 0:00,R01,M03,C20,3.7051,3.313,27.705,90.479,96.399
2025.7.1 0:00,R01,M03,C21,3.744,3.449,27.106,77.572,96.88
2025.7.1 0:00,R01,M03,C22,3.6199,3.469,27.896,88.343,97.542
2025.7.1 0:00,R01,M03,C23,3.6229,3.486,30.759,92.094,97.327
2025.7.1 0:00,R01,M03,C24,3.7436,3.715,26.825,87.855,96.308
2025.7.1 0:00,R01,M03,C25,3.6645,3.501,26.798,87.242,96.45
2025.7.1 0:00,R01,M03,C26,3.7331,3.451,26.667,93.113,96.446
2025.7.1 0:00,R01,M03,C27,3.7178,3.373,29.72,88.551,99.088
2025.7.1 0:00,R01,M03,C28,3.6935,3.705,27.845,71.366,98.81
2025.7.1 0:00,R01,M03,C29,3.7358,3.736,29.973,87.612,98.161
2025.7.1 0:00,R01,M03,C30,3.6267,3.551,27.817,94.357,96.392
2025.7.1 0:00,R01,M03,C31,3.6989,3.471,29.66,90.331,96.526
2025.7.1 0:00,R01,M03,C32,3.6654,3.294,25.569,87.949,97.399
2025.7.1 0:00,R01,M03,C33,3.6097,3.674,26.699,92.568,95.76
2025.7.1 0:00,R01,M03,C34,3.6384,3.351,28.124,68.927,97.872
2025.7.1 0:00,R01,M03,C35,3.7322,3.626,27.388,92.43,97.249
2025.7.1 0:00,R01,M03,C36,3.6382,3.29,31.133,68.967,98.336
2025.7.1 0:00,R01,M03,C37,3.6251,3.245,26.91,88.951,95.726
2025.7.1 0:00,R01,M03,C38,3.703,3.466,30.829,85.735,96.674
2025.7.1 0:00,R01,M03,C39,3.6669,3.325,28.389,76.475,97.962
2025.7.1 0:00,R01,M03,C40,3.6562,3.278,30.374,92.372,99.415
2025.7.1 0:00,R01,M03,C41,3.6514,3.618,27.996,86.582,96.347
2025.7.1 0:00,R01,M03,C42,3.6927,3.537,29.084,85.729,98.683
2025.7.1 0:00,R01,M03,C43,3.6417,3.326,30.871,93.307,97.867
2025.7.1 0:00,R01,M03,C44,3.6554,3.478,25.363,92.389,96.488
2025.7.1 0:00,R01,M03,C45,3.6456,3.765,27.363,74.037,95.064
2025.7.1 0:00,R01,M03,C46,3.6772,3.758,28.964,89.741,98.787
2025.7.1 0:00,R01,M03,C47,3.692,3.532,27.803,93.811,95.985
2025.7.1 0:00,R01,M03,C48,3.6217,3.264,25.915,86.942,98.312
2025.7.1 0:00,R01,M04,C01,3.6407,3.382,25.549,92.628,99.127
2025.7.1 0:00,R01,M04,C02,3.7289,3.284,28.631,94.734,98.758
2025.7.1 0:00,R01,M04,C03,3.6898,3.368,28.099,92.245,99.393
2025.7.1 0:00,R01,M04,C04,3.6488,3.468,27.023,76.071,98.802
2025.7.1 0:00,R01,M04,C05,3.6641,3.443,25.413,86.597,97.5
2025.7.1 0:00,R01,M04,C06,3.6805,3.605,26.032,75.297,95.067
2025.7.1 0:00,R01,M04,C07,3.6544,3.789,27.943,87.042,98.477
2025.7.1 0:00,R01,M04,C08,3.74,3.251,30.984,85.19,97.675
2025.7.1 0:00,R01,M04,C09,3.6548,3.594,31.349,94.45,96.635
2025.7.1 0:00,R01,M04,C10,3.6369,3.373,28.042,91.862,98.958
2025.7.1 0:00,R01,M04,C11,3.6742,3.375,26.176,93.743,99.226
2025.7.1 0:00,R01,M04,C12,3.7194,3.347,31.499,85.62,96.049
2025.7.1 0:00,R01,M04,C13,3.6189,3.386,25.952,73.362,98.682
2025.7.1 0:00,R01,M04,C14,3.6939,3.749,26.121,87.281,98.309
2025.7.1 0:00,R01,M04,C15,3.7305,3.362,31.923,89.853,96.779
2025.7.1 0:00,R01,M04,C16,3.6301,3.488,26.525,77.731,96.028
2025.7.1 0:00,R01,M04,C17,3.6999,3.623,27.219,91.835,99.072
2025.7.1 0:00,R01,M04,C18,3.6556,3.362,25.521,92.435,98.036
2025.7.1 0:00,R01,M04,C19,3.6636,3.353,26.354,86.591,98.974
2025.7.1 0:00,R01,M04,C20,3.6848,3.351,30.566,92.907,96.828
2025.7.1 0:00,R01,M04,C21,3.6677,3.515,29.037,85.141,96.763
2025.7.1 0:00,R01,M04,C22,3.6068,3.816,27.887,71.785,99.489
2025.7.1 0:00,R01,M04,C23,3.6416,3.584,26.656,88.511,98.633
2025.7.1 0:00,R01,M04,C24,3.7466,3.429,31.369,89.715,95.187
2025.7.1 0:00,R01,M04,C25,3.677,3.27,31.444,73.52,97.603
2025.7.1 0:00,R01,M04,C26,3.7308,3.489,25.939,89.199,97.214
2025.7.1 0:00,R01,M04,C27,3.7491,3.605,28.162,88.775,96.859
2025.7.1 0:00,R01,M04,C28,3.687,3.36,30.391,93.294,95.617
2025.7.1 0:00,R01,M04,C29,3.6806,3.666,27.257,93.002,98.822
2025.7.1 0:00,R01,M04,C30,3.6563,3.354,30.899,76.294,97.284
2025.7.1 0:00,R01,M04,C31,3.6664,3.748,25.963,86.327,95.922
2025.7.1 0:00,R01,M04,C32,3.7069,3.823,29.021,87.997,96.01
2025.7.1 0:00,R01,M04,C33,3.6017,3.284,31.67,91.542,98.906
2025.7.1 0:00,R01,M04,C34,3.71,3.828,31.345,86.712,99.138
2025.7.1 0:00,R01,M04,C35,3.687,3.377,28.766,86.698,99.297
2025.7.1 0:00,R01,M04,C36,3.6175,3.775,29.815,93.814,96.666
2025.7.1 0:00,R01,M04,C37,3.7312,3.549,25.585,74.185,98.657
2025.7.1 0:00,R01,M04,C38,3.6835,3.352,27.471,91.028,98.974
2025.7.1 0:00,R01,M04,C39,3.7128,3.3,30.102,91.448,96.8
2025.7.1 0:00,R01,M04,C40,3.6663,3.472,25.523,88.849,95.437
2025.7.1 0:00,R01,M04,C41,3.6258,3.253,29.81,91.202,98.737
2025.7.1 0:00,R01,M04,C42,3.6898,3.492,29.675,91.038,97.091
2025.7.1 0:00,R01,M04,C43,3.6427,3.339,25.037,76.617,95.582
2025.7.1 0:00,R01,M04,C44,3.6728,3.386,28.417,93.502,98.717
2025.7.1 0:00,R01,M04,C45,3.6383,3.305,25.309,93.723,95.387
2025.7.1 0:00,R01,M04,C46,3.7184,3.249,28.094,94.424,97.957
2025.7.1 0:00,R01,M04,C47,3.6417,3.764,29.276,90.082,97.099
2025.7.1 0:00,R01,M04,C48,3.7424,3.681,28.134,73.774,99.027
2025.7.1 0:00,R01,M05,C01,3.7134,3.632,29.944,75.046,97.344
2025.7.1 0:00,R01,M05,C02,3.7451,3.254,26.787,86.201,96.927
2025.7.1 0:00,R01,M05,C03,3.6377,3.667,28.583,94.234,96.953
2025.7.1 0:00,R01,M05,C04,3.6399,3.671,28.571,94.605,97.199
2025.7.1 0:00,R01,M05,C05,3.6247,3.76,30.601,93.305,99.402
2025.7.1 0:00,R01,M05,C06,3.7408,3.589,31.195,91.611,98.114
2025.7.1 0:00,R01,M05,C07,3.7325,3.603,30.984,68.458,95.947
2025.7.1 0:00,R01,M05,C08,3.632,3.394,27.414,89.724,95.794
2025.7.1 0:00,R01,M05,C09,3.6517,3.295,31.951,88.48,97.125
2025.7.1 0:00,R01,M05,C10,3.7314,3.426,27.778,70.279,97.676
2025.7.1 0:00,R01,M05,C11,3.6602,3.6,30.197,88.162,98.708
2025.7.1 0:00,R01,M05,C12,3.6347,3.803,27.154,93.725,96.809
2025.7.1 0:00,R01,M05,C13,3.7373,3.596,28.471,89.947,95.391
2025.7.1 0:00,R01,M05,C14,3.7461,3.51,25.142,89.497,98.994
2025.7.1 0:00,R01,M05,C15,3.6538,3.488,29.008,90.066,95.207
2025.7.1 0:00,R01,M05,C16,3.6005,3.608,27.548,92.478,96.34
2025.7.1 0:00,R01,M05,C17,3.7056,3.304,28.472,87.237,99.491
2025.7.1 0:00,R01,M05,C18,3.6779,3.564,26.671,89.938,99.364
2025.7.1 0:00,R01,M05,C19,3.6557,3.394,30.462,90.899,95.277
2025.7.1 0:00,R01,M05,C20,3.6972,3.253,28.49,70.894,95.264
2025.7.1 0:00,R01,M05,C21,3.7438,3.36,27.641,87.625,97.74
2025.7.1 0:00,R01,M05,C22,3.6559,3.82,25.583,92.833,98.536
2025.7.1 0:00,R01,M05,C23,3.6949,3.828,27.661,93.354,98.312
2025.7.1 0:00,R01,M05,C24,3.6705,3.817,30.021,68.798,97.034
2025.7.1 0:00,R01,M05,C25,3.7168,3.369,29.029,92.293,98.02
2025.7.1 0:00,R01,M05,C26,3.7027,3.679,27.763,94.594,96.356
2025.7.1 0:00,R01,M05,C27,3.6706,3.419,26.688,90.134,99.368
2025.7.1 0:00,R01,M05,C28,3.6682,3.589,26.816,91.168,98.884
2025.7.1 0:00,R01,M05,C29,3.7465,3.414,28.415,86.6,95.52
2025.7.1 0:00,R01,M05,C30,3.6817,3.408,30.702,94.358,96.264
2025.7.1 0:00,R01,M05,C31,3.6102,3.566,29.229,93.537,95.384
2025.7.1 0:00,R01,M05,C32,3.6893,3.445,29.052,70.328,97.674
2025.7.1 0:00,R01,M05,C33,3.6658,3.441,25.214,90.595,98.058
2025.7.1 0:00,R01,M05,C34,3.6318,3.829,30.381,87.682,96.834
2025.7.1 0:00,R01,M05,C35,3.7197,3.628,25.519,69.01,97.341
2025.7.1 0:00,R01,M05,C36,3.6226,3.702,28.986,85.111,96.384
2025.7.1 0:00,R01,M05,C37,3.7374,3.502,30.486,88.128,95.723
2025.7.1 0:00,R01,M05,C38,3.6447,3.802,31.823,90.622,95.663
2025.7.1 0:00,R01,M05,C39,3.6852,3.296,26.636,91.862,98.939
2025.7.1 0:00,R01,M05,C40,3.6492,3.345,29.958,70.78,98.173
2025.7.1 0:00,R01,M05,C41,3.6971,3.348,25.374,74.357,95.542
2025.7.1 0:00,R01,M05,C42,3.6765,3.27,25.163,85.957,97.652
2025.7.1 0:00,R01,M05,C43,3.6696,3.37,25.809,90.318,97.496
2025.7.1 0:00,R01,M05,C44,3.6594,3.385,26.681,93.957,95.089
2025.7.1 0:00,R01,M05,C45,3.624,3.829,27.605,90.905,96.621
2025.7.1 0:00,R01,M05,C46,3.6562,3.726,31.026,71.648,97.312
2025.7.1 0:00,R01,M05,C47,3.6318,3.562,30.121,86.23,97.187
2025.7.1 0:00,R01,M05,C48,3.6828,3.643,28.413,90.725,95.485
2025.7.1 0:00,R01,M06,C01,3.6258,3.849,25.854,89.247,97.317
2025.7.1 0:00,R01,M06,C02,3.7443,3.414,27.953,88.754,97.898
2025.7.1 0:00,R01,M06,C03,3.6989,3.734,28.468,87.656,95.626
2025.7.1 0:00,R01,M06,C04,3.6479,3.347,29.706,71.702,97.382
2025.7.1 0:00,R01,M06,C05,3.6406,3.778,25.877,90.34,98.06
2025.7.1 0:00,R01,M06,C06,3.6604,3.575,29.915,94.525,96.858
2025.7.1 0:00,R01,M06,C07,3.6215,3.783,31.11,92.375,95.153
2025.7.1 0:00,R01,M06,C08,3.6486,3.79,26.591,70.095,96.472
2025.7.1 0:00,R01,M06,C09,3.6401,3.372,26.373,87.161,97.492
2025.7.1 0:00,R01,M06,C10,3.6158,3.375,29.496,91.446,97.257
2025.7.1 0:00,R01,M06,C11,3.7252,3.522,29.452,90.982,98.083
2025.7.1 0:00,R01,M06,C12,3.7444,3.431,25.028,90.402,98.076
2025.7.1 0:00,R01,M06,C13,3.609,3.266,29.522,94.909,95.797
2025.7.1 0:00,R01,M06,C14,3.6567,3.625,29.741,94.186,97.277
2025.7.1 0:00,R01,M06,C15,3.6043,3.656,29.647,70.67,97.44
2025.7.1 0:00,R01,M06,C16,3.6493,3.618,30.363,88.774,96.965
2025.7.1 0:00,R01,M06,C17,3.6864,3.486,28.594,91.129,98.618
2025.7.1 0:00,R01,M06,C18,3.7093,3.521,26.824,77.367,95.761
2025.7.1 0:00,R01,M06,C19,3.611,3.825,31.12,87.225,95.612
2025.7.1 0:00,R01,M06,C20,3.6962,3.446,31.761,90.431,96.861
2025.7.1 0:00,R01,M06,C21,3.7067,3.656,29.074,88.648,95.731
2025.7.1 0:00,R01,M06,C22,3.6977,3.365,29.031,86.235,99.154
2025.7.1 0:00,R01,M06,C23,3.6745,3.549,26.042,74.48,95.029
2025.7.1 0:00,R01,M06,C24,3.6882,3.341,26.231,92.113,95.228
2025.7.1 0:00,R01,M06,C25,3.6625,3.698,25.82,89.299,95.654
2025.7.1 0:00,R01,M06,C26,3.7002,3.642,28.946,89.995,99.445
2025.7.1 0:00,R01,M06,C27,3.685,3.38,30.815,92.492,95.048
2025.7.1 0:00,R01,M06,C28,3.6241,3.853,30.623,87.679,96.027
2025.7.1 0:00,R01,M06,C29,3.6407,3.77,30.403,74.091,99.434
2025.7.1 0:00,R01,M06,C30,3.6407,3.6,28.0,90.282,96.803
2025.7.1 0:00,R01,M06,C31,3.6668,3.296,28.808,69.711,96.653
2025.7.1 0:00,R01,M06,C32,3.7419,3.332,27.69,89.987,96.394
2025.7.1 0:00,R01,M06,C33,3.6659,3.444,27.909,94.048,95.705
2025.7.1 0:00,R01,M06,C34,3.6487,3.37,26.147,90.244,96.111
2025.7.1 0:00,R01,M06,C35,3.7327,3.301,31.801,94.829,95.981
2025.7.1 0:00,R01,M06,C36,3.704,3.267,28.776,91.091,96.246
2025.7.1 0:00,R01,M06,C37,3.6001,3.815,31.39,90.347,96.402
2025.7.1 0:00,R01,M06,C38,3.7041,3.698,30.328,75.291,96.647
2025.7.1 0:00,R01,M06,C39,3.688,3.741,31.157,91.474,95.703
2025.7.1 0:00,R01,M06,C40,3.6886,3.71,25.992,85.774,96.843
2025.7.1 0:00,R01,M06,C41,3.6915,3.674,31.395,87.892,95.613
2025.7.1 0:00,R01,M06,C42,3.7409,3.376,30.399,89.552,99.327
2025.7.1 0:00,R01,M06,C43,3.6771,3.313,27.355,93.926,96.992
2025.7.1 0:00,R01,M06,C44,3.7337,3.335,30.724,69.634,97.628
2025.7.1 0:00,R01,M06,C45,3.7175,3.801,28.688,90.033,97.386
2025.7.1 0:00,R01,M06,C46,3.6236,3.488,26.946,86.189,97.308
2025.7.1 0:00,R01,M06,C47,3.724,3.672,27.083,71.795,97.431
2025.7.1 0:00,R01,M06,C48,3.6223,3.739,29.996,88.234,96.21
2025.7.1 0:00,R01,M07,C01,3.6223,3.498,30.995,90.331,96.981
2025.7.1 0:00,R01,M07,C02,3.7471,3.492,28.026,77.895,96.574
2025.7.1 0:00,R01,M07,C03,3.6716,3.381,26.494,87.423,96.012
2025.7.1 0:00,R01,M07,C04,3.6804,3.455,30.487,86.975,96.872
2025.7.1 0:00,R01,M07,C05,3.6585,3.372,31.926,87.372,96.894
2025.7.1 0:00,R01,M07,C06,3.7276,3.685,27.527,74.4,99.206
2025.7.1 0:00,R01,M07,C07,3.6169,3.391,29.994,92.167,98.934
2025.7.1 0:00,R01,M07,C08,3.6235,3.663,29.546,88.615,95.318
2025.7.1 0:00,R01,M07,C09,3.6582,3.52,27.327,94.222,98.559
2025.7.1 0:00,R01,M07,C10,3.7032,3.725,30.877,91.7,97.812
2025.7.1 0:00,R01,M07,C11,3.7081,3.821,25.034,93.115,98.397
2025.7.1 0:00,R01,M07,C12,3.6629,3.324,28.044,73.569,96.428
2025.7.1 0:00,R01,M07,C13,3.6414,3.367,28.251,92.38,98.685
2025.7.1 0:00,R01,M07,C14,3.6203,3.83,26.225,74.846,95.883
2025.7.1 0:00,R01,M07,C15,3.6538,3.564,30.201,88.997,96.279
2025.7.1 0:00,R01,M07,C16,3.6645,3.272,27.789,86.708,95.4
2025.7.1 0:00,R01,M07,C17,3.725,3.338,30.552,90.588,99.021
2025.7.1 0:00,R01,M07,C18,3.6568,3.545,29.368,87.533,97.942
2025.7.1 0:00,R01,M07,C19,3.6604,3.408,31.427,76.429,97.736
2025.7.1 0:00,R01,M07,C20,3.663,3.799,31.976,93.93,95.745
2025.7.1 0:00,R01,M07,C21,3.6064,3.842,29.295,86.534,96.738
2025.7.1 0:00,R01,M07,C22,3.658,3.759,25.382,85.494,95.918
2025.7.1 0:00,R01,M07,C23,3.6002,3.672,31.221,85.658,97.294
2025.7.1 0:00,R01,M07,C24,3.628,3.673,27.485,88.824,96.731
2025.7.1 0:00,R01,M07,C25,3.7319,3.469,30.694,87.467,95.815
2025.7.1 0:00,R01,M07,C26,3.7464,3.678,28.344,87.771,98.965
2025.7.1 0:00,R01,M07,C27,3.6448,3.429,25.114,75.76,96.555
2025.7.1 0:00,R01,M07,C28,3.747,3.56,30.342,89.349,96.542
2025.7.1 0:00,R01,M07,C29,3.658,3.645,29.659,91.635,98.171
2025.7.1 0:00,R01,M07,C30,3.7207,3.381,29.808,90.431,96.914
2025.7.1 0:00,R01,M07,C31,3.6441,3.657,25.993,85.957,96.633
2025.7.1 0:00,R01,M07,C32,3.6774,3.712,29.123,90.927,96.49
2025.7.1 0:00,R01,M07,C33,3.6235,3.785,29.988,70.29,96.97
2025.7.1 0:00,R01,M07,C34,3.7233,3.418,28.894,94.727,95.698
2025.7.1 0:00,R01,M07,C35,3.6247,3.38,27.567,90.719,95.672
2025.7.1 0:00,R01,M07,C36,3.6171,3.532,28.619,68.321,96.271
2025.7.1 0:00,R01,M07,C37,3.6348,3.608,28.607,94.322,97.025
2025.7.1 0:00,R01,M07,C38,3.7433,3.846,27.341,93.308,98.193
2025.7.1 0:00,R01,M07,C39,3.6347,3.587,30.378,88.613,97.64
2025.7.1 0:00,R01,M07,C40,3.6932,3.83,30.356,90.021,95.617
2025.7.1 0:00,R01,M07,C41,3.674,3.502,29.169,89.336,99.404
2025.7.1 0:00,R01,M07,C42,3.6336,3.781,29.421,71.155,98.585
2025.7.1 0:00,R01,M07,C43,3.6949,3.649,27.974,90.248,97.813
2025.7.1 0:00,R01,M07,C44,3.6455,3.522,29.973,93.674,98.572
2025.7.1 0:00,R01,M07,C45,3.7238,3.444,30.729,70.677,95.881
2025.7.1 0:00,R01,M07,C46,3.6836,3.825,31.553,87.931,96.17
2025.7.1 0:00,R01,M07,C47,3.6275,3.496,31.691,88.428,99.3
2025.7.1 0:00,R01,M07,C48,3.6892,3.749,25.264,91.43,99.023
2025.7.1 0:00,R01,M08,C01,3.6413,3.564,29.703,54.055,98.95
2025.7.1 0:00,R01,M08,C02,3.674,3.559,29.641,64.429,99.326
2025.7.1 0:00,R01,M08,C03,3.6723,3.539,30.663,68.764,99.439
2025.7.1 0:00,R01,M08,C04,3.6582,3.393,29.526,68.147,98.911
