timestamp,rack_id,system_bus_voltage,system_bus_current,system_online_soc,system_online_soh
2025.7.1 0:00,R01,966.082,80.4,89,99.516
2025.7.1 0:00,R01,964.24,79.2,90,99.53
2025.7.1 0:00,R01,964.604,79.2,90,99.567
2025.7.1 0:00,R01,964.61,79.4,90,99.402
2025.7.1 0:00,R01,966.899,79.5,89,99.554
2025.7.1 0:00,R01,964.807,79.2,89,99.415
2025.7.1 0:00,R01,966.139,78.6,89,99.542
2025.7.1 0:00,R01,964.54,79.1,90,99.502
2025.7.1 0:00,R01,967.069,79.4,89,99.516
2025.7.1 0:00,R01,966.123,79.8,90,99.56
2025.7.1 0:00,R01,967.263,79.9,90,99.521
2025.7.1 0:00,R01,966.566,78.9,89,99.412
2025.7.1 0:00,R01,966.386,79.5,90,99.517
2025.7.1 0:00,R01,966.175,80.2,90,99.567
2025.7.1 0:00,R01,966.092,78.6,89,99.451
2025.7.1 0:00,R01,965.715,79.1,90,99.495
2025.7.1 0:00,R01,966.724,80.1,90,99.519
2025.7.1 0:00,R01,966.022,80.5,90,99.427
2025.7.1 0:00,R01,967.689,78.5,91,99.457
2025.7.1 0:00,R01,965.996,80.2,90,99.484
2025.7.1 0:00,R01,964.216,79.0,91,99.6
2025.7.1 0:00,R01,964.519,80.2,90,99.53
2025.7.1 0:00,R01,966.051,79.1,91,99.461
2025.7.1 0:00,R01,965.221,80.4,90,99.428
2025.7.1 0:00,R01,965.869,78.7,89,99.579
2025.7.1 0:01,R01,965.256,79.8,90,99.518
2025.7.1 0:01,R01,966.214,79.4,90,99.598
2025.7.1 0:01,R01,965.512,79.4,90,99.524
2025.7.1 0:01,R01,964.663,80.4,90,99.459
2025.7.1 0:01,R01,967.02,78.5,89,99.512
2025.7.1 0:01,R01,966.738,78.9,90,99.519
2025.7.1 0:01,R01,966.069,78.5,90,99.429
2025.7.1 0:01,R01,964.445,80.2,91,99.447
2025.7.1 0:01,R01,965.281,80.2,91,99.541
2025.7.1 0:01,R01,967.064,79.3,91,99.473
2025.7.1 0:01,R01,964.264,79.2,90,99.503
2025.7.1 0:01,R01,965.997,79.3,90,99.459
2025.7.1 0:01,R01,967.177,78.6,90,99.562
2025.7.1 0:01,R01,964.721,80.3,91,99.576
2025.7.1 0:01,R01,967.588,78.7,91,99.52
2025.7.1 0:01,R01,965.851,79.9,90,99.42
2025.7.1 0:01,R01,966.338,78.6,91,99.514
2025.7.1 0:01,R01,964.738,78.6,90,99.509
2025.7.1 0:01,R01,966.421,79.8,90,99.535
2025.7.1 0:01,R01,965.118,80.0,91,99.427
2025.7.1 0:01,R01,965.637,79.8,90,99.457
2025.7.1 0:01,R01,966.098,79.5,91,99.401
2025.7.1 0:01,R01,966.096,79.2,92,99.483
2025.7.1 0:01,R01,964.257,79.6,90,99.407
2025.7.1 0:01,R01,964.627,78.7,91,99.515
2025.7.1 0:01,R01,964.067,79.3,92,99.458
2025.7.1 0:01,R01,965.451,79.2,91,99.586
2025.7.1 0:01,R01,964.547,79.3,91,99.466
2025.7.1 0:01,R01,966.132,79.5,90,99.409
2025.7.1 0:01,R01,966.245,79.1,91,99.496
2025.7.1 0:01,R01,965.224,78.9,91,99.509
2025.7.1 0:01,R01,967.544,79.5,91,99.431
2025.7.1 0:01,R01,965.338,78.7,90,99.595
2025.7.1 0:01,R01,967.415,79.4,91,99.489
2025.7.1 0:01,R01,966.443,80.2,91,99.577
2025.7.1 0:01,R01,967.962,79.4,92,99.532
2025.7.1 0:01,R01,966.414,78.6,92,99.46
2025.7.1 0:01,R01,966.904,79.0,92,99.518
2025.7.1 0:01,R01,965.605,79.8,91,99.543
2025.7.1 0:01,R01,966.559,80.0,91,99.516
2025.7.1 0:01,R01,965.909,79.5,91,99.478
2025.7.1 0:01,R01,964.417,79.8,91,99.533
2025.7.1 0:01,R01,964.884,80.3,91,99.497
2025.7.1 0:01,R01,966.304,79.4,92,99.477
2025.7.1 0:01,R01,965.361,78.6,92,99.567
2025.7.1 0:01,R01,967.139,78.8,92,99.564
2025.7.1 0:01,R01,967.296,79.2,92,99.447
2025.7.1 0:01,R01,966.701,78.8,92,99.437
2025.7.1 0:01,R01,964.964,79.5,92,99.585
2025.7.1 0:01,R01,965.296,78.7,91,99.443
2025.7.1 0:01,R01,964.208,80.0,91,99.547
2025.7.1 0:01,R01,965.415,80.4,92,99.536
2025.7.1 0:01,R01,966.275,79.0,91,99.49
2025.7.1 0:01,R01,966.982,80.2,91,99.583
2025.7.1 0:01,R01,966.856,78.8,91,99.587
2025.7.1 0:01,R01,964.14,78.7,92,99.571
2025.7.1 0:01,R01,964.976,79.2,91,99.51
2025.7.1 0:01,R01,965.815,80.0,92,99.438
2025.7.1 0:01,R01,964.347,80.2,91,99.506
2025.7.1 0:01,R01,967.557,79.3,92,99.452
2025.7.1 0:02,R01,966.722,79.2,92,99.435
2025.7.1 0:02,R01,967.68,80.0,92,99.407
2025.7.1 0:02,R01,966.238,80.0,91,99.555
2025.7.1 0:02,R01,966.897,79.0,92,99.578
2025.7.1 0:02,R01,967.633,79.5,92,99.553
2025.7.1 0:02,R01,965.838,79.9,92,99.561
2025.7.1 0:02,R01,967.104,79.9,91,99.431
2025.7.1 0:02,R01,965.131,79.1,92,99.481
2025.7.1 0:02,R01,964.358,79.3,91,99.579
2025.7.1 0:02,R01,965.67,79.3,92,99.549
2025.7.1 0:02,R01,965.415,80.1,91,99.453
2025.7.1 0:02,R01,964.081,79.5,92,99.419
2025.7.1 0:02,R01,966.527,78.8,92,99.423
2025.7.1 0:02,R01,965.296,80.5,91,99.53
2025.7.1 0:02,R01,964.42,79.7,93,99.473
2025.7.1 0:02,R01,967.699,79.2,92,99.414
2025.7.1 0:02,R01,964.851,78.8,92,99.537
2025.7.1 0:02,R01,965.293,79.9,92,99.568
2025.7.1 0:02,R01,967.731,79.7,93,99.441
2025.7.1 0:02,R01,966.909,79.3,92,99.431
2025.7.1 0:02,R01,964.008,78.9,92,99.433
2025.7.1 0:02,R01,967.747,80.0,93,99.495
2025.7.1 0:02,R01,966.024,79.5,92,99.593
2025.7.1 0:02,R01,966.034,80.3,91,99.438
2025.7.1 0:02,R01,964.989,78.8,91,99.487
2025.7.1 0:02,R01,964.353,78.9,91,99.494
2025.7.1 0:02,R01,967.821,79.2,93,99.589
2025.7.1 0:02,R01,964.763,79.5,92,99.488
2025.7.1 0:02,R01,967.318,79.0,92,99.497
2025.7.1 0:02,R01,965.112,80.5,91,99.49
2025.7.1 0:02,R01,964.54,80.2,92,99.427
2025.7.1 0:02,R01,966.993,79.8,92,99.472
2025.7.1 0:02,R01,964.174,79.8,91,99.487
2025.7.1 0:02,R01,965.028,78.6,92,99.455
2025.7.1 0:02,R01,967.852,79.9,91,99.498
2025.7.1 0:02,R01,966.291,79.7,92,99.544
2025.7.1 0:02,R01,967.997,79.2,92,99.472
2025.7.1 0:02,R01,967.889,78.8,92,99.522
2025.7.1 0:02,R01,965.671,80.0,92,99.506
2025.7.1 0:02,R01,965.1,79.9,93,99.555
2025.7.1 0:02,R01,967.757,79.0,91,99.542
2025.7.1 0:02,R01,964.984,79.6,92,99.429
2025.7.1 0:02,R01,964.86,78.9,91,99.426
2025.7.1 0:02,R01,967.548,80.3,91,99.43
2025.7.1 0:02,R01,964.687,79.1,93,99.423
2025.7.1 0:02,R01,964.18,79.3,91,99.542
2025.7.1 0:02,R01,964.255,80.1,93,99.565
2025.7.1 0:02,R01,965.53,80.1,92,99.588
2025.7.1 0:02,R01,964.886,79.0,92,99.49
2025.7.1 0:02,R01,965.229,79.3,91,99.496
2025.7.1 0:02,R01,967.97,78.9,91,99.522
2025.7.1 0:02,R01,966.204,80.0,92,99.531
2025.7.1 0:02,R01,967.419,78.7,91,99.59
2025.7.1 0:02,R01,966.864,79.9,91,99.406
2025.7.1 0:02,R01,965.078,80.0,92,99.512
2025.7.1 0:02,R01,966.628,80.3,92,99.402
2025.7.1 0:02,R01,966.553,80.1,92,99.403
2025.7.1 0:02,R01,965.245,79.7,93,99.409
2025.7.1 0:02,R01,965.858,80.4,92,99.532
2025.7.1 0:02,R01,967.066,78.6,93,99.573
2025.7.1 0:03,R01,967.142,80.3,92,99.528
2025.7.1 0:03,R01,964.499,80.4,92,99.53
2025.7.1 0:03,R01,965.632,78.7,93,99.416
2025.7.1 0:03,R01,967.543,80.3,91,99.596
2025.7.1 0:03,R01,966.818,79.3,91,99.535
2025.7.1 0:03,R01,966.253,79.4,92,99.548
2025.7.1 0:03,R01,966.769,79.8,93,99.442
2025.7.1 0:03,R01,964.712,79.7,91,99.485
2025.7.1 0:03,R01,967.77,79.4,91,99.459
2025.7.1 0:03,R01,967.664,79.3,93,99.549
2025.7.1 0:03,R01,966.868,79.4,92,99.433
2025.7.1 0:03,R01,965.089,80.2,93,99.542
2025.7.1 0:03,R01,967.884,79.3,91,99.596
2025.7.1 0:03,R01,964.113,79.6,91,99.529
2025.7.1 0:03,R01,966.523,79.6,91,99.584
2025.7.1 0:03,R01,965.105,79.1,91,99.545
2025.7.1 0:03,R01,966.737,79.8,91,99.416
2025.7.1 0:03,R01,964.647,79.2,92,99.544
2025.7.1 0:03,R01,966.041,78.6,92,99.492
2025.7.1 0:03,R01,967.287,78.7,92,99.463
2025.7.1 0:03,R01,966.407,78.6,92,99.417
2025.7.1 0:03,R01,966.353,78.8,92,99.6
2025.7.1 0:03,R01,964.415,79.6,92,99.553
2025.7.1 0:03,R01,964.034,80.3,92,99.594
2025.7.1 0:03,R01,964.84,80.0,92,99.551
2025.7.1 0:03,R01,967.868,79.8,91,99.524
2025.7.1 0:03,R01,966.34,78.7,91,99.49
2025.7.1 0:03,R01,966.763,79.3,91,99.453
2025.7.1 0:03,R01,966.605,79.4,91,99.449
2025.7.1 0:03,R01,967.935,79.5,91,99.522
2025.7.1 0:03,R01,965.34,80.4,91,99.446
2025.7.1 0:03,R01,965.302,80.2,92,99.449
2025.7.1 0:03,R01,966.638,78.9,91,99.541
2025.7.1 0:03,R01,966.926,80.4,92,99.448
2025.7.1 0:03,R01,965.426,78.8,91,99.568
2025.7.1 0:03,R01,964.571,80.0,91,99.517
2025.7.1 0:03,R01,964.767,80.1,91,99.56
2025.7.1 0:03,R01,965.11,80.1,91,99.408
2025.7.1 0:03,R01,967.642,80.2,92,99.474
2025.7.1 0:03,R01,964.218,79.7,91,99.482
2025.7.1 0:03,R01,965.155,79.2,92,99.414
2025.7.1 0:03,R01,964.68,78.8,91,99.461
2025.7.1 0:03,R01,965.518,78.5,90,99.453
2025.7.1 0:03,R01,964.065,79.2,91,99.474
2025.7.1 0:03,R01,964.658,78.6,91,99.421
2025.7.1 0:03,R01,967.273,78.6,91,99.5
2025.7.1 0:03,R01,964.185,79.6,90,99.595
2025.7.1 0:03,R01,967.122,79.9,92,99.574
2025.7.1 0:03,R01,967.788,78.7,92,99.537
2025.7.1 0:03,R01,964.983,80.1,90,99.525
2025.7.1 0:03,R01,964.613,79.4,91,99.467
2025.7.1 0:03,R01,965.028,79.4,91,99.46
2025.7.1 0:03,R01,966.45,80.2,92,99.457
2025.7.1 0:03,R01,966.907,79.7,91,99.478
2025.7.1 0:03,R01,965.641,79.1,91,99.515
2025.7.1 0:03,R01,967.15,78.7,91,99.553
2025.7.1 0:03,R01,965.524,79.8,91,99.51
2025.7.1 0:03,R01,967.512,80.0,91,99.527
2025.7.1 0:03,R01,966.8,80.3,90,99.521
2025.7.1 0:03,R01,965.432,78.9,90,99.456
2025.7.1 0:04,R01,965.367,78.8,91,99.506
2025.7.1 0:04,R01,964.129,78.9,90,99.531
2025.7.1 0:04,R01,966.667,78.5,91,99.431
2025.7.1 0:04,R01,966.342,79.4,91,99.429
2025.7.1 0:04,R01,965.932,80.1,91,99.566
2025.7.1 0:04,R01,966.144,78.6,91,99.573
2025.7.1 0:04,R01,965.025,79.0,91,99.447
2025.7.1 0:04,R01,967.477,80.0,91,99.541
2025.7.1 0:04,R01,967.921,78.6,91,99.445
2025.7.1 0:04,R01,966.093,80.0,90,99.516
2025.7.1 0:04,R01,966.833,79.7,91,99.577
2025.7.1 0:04,R01,964.004,79.0,91,99.564
2025.7.1 0:04,R01,966.14,79.0,90,99.419
2025.7.1 0:04,R01,966.28,78.6,90,99.449
2025.7.1 0:04,R01,965.056,80.4,91,99.55
2025.7.1 0:04,R01,967.543,79.5,90,99.542
2025.7.1 0:04,R01,965.709,79.3,91,99.549
2025.7.1 0:04,R01,965.566,80.3,90,99.492
2025.7.1 0:04,R01,966.877,79.0,89,99.52
2025.7.1 0:04,R01,967.67,79.5,90,99.516
2025.7.1 0:04,R01,967.07,79.5,90,99.419
2025.7.1 0:04,R01,964.8,80.4,89,99.523
2025.7.1 0:04,R01,965.678,78.7,90,99.579
2025.7.1 0:04,R01,964.776,79.1,90,99.543
2025.7.1 0:04,R01,967.718,80.4,90,99.492
2025.7.1 0:04,R01,966.821,80.1,90,99.563
2025.7.1 0:04,R01,964.399,79.8,89,99.428
2025.7.1 0:04,R01,967.588,79.6,90,99.595
2025.7.1 0:04,R01,967.952,80.4,89,99.409
2025.7.1 0:04,R01,965.359,79.8,90,99.58
2025.7.1 0:04,R01,965.359,78.9,89,99.42
2025.7.1 0:04,R01,966.843,79.3,90,99.511
2025.7.1 0:04,R01,967.587,79.7,89,99.424
2025.7.1 0:04,R01,965.764,78.6,89,99.485
2025.7.1 0:04,R01,964.199,79.1,89,99.567
2025.7.1 0:04,R01,964.117,78.7,90,99.55
2025.7.1 0:04,R01,966.35,78.5,89,99.594
2025.7.1 0:04,R01,965.798,78.7,90,99.565
2025.7.1 0:04,R01,964.682,79.8,89,99.576
2025.7.1 0:04,R01,964.866,79.7,90,99.426
2025.7.1 0:04,R01,966.505,80.3,89,99.465
2025.7.1 0:04,R01,965.323,79.9,89,99.44
2025.7.1 0:04,R01,965.273,78.6,89,99.564
2025.7.1 0:04,R01,967.895,80.0,90,99.418
2025.7.1 0:04,R01,966.26,78.8,89,99.523
2025.7.1 0:04,R01,967.621,78.8,89,99.536
2025.7.1 0:04,R01,967.954,80.3,88,99.445
2025.7.1 0:04,R01,966.866,79.7,90,99.471
2025.7.1 0:04,R01,965.734,78.7,89,99.442
2025.7.1 0:04,R01,964.842,80.3,90,99.522
2025.7.1 0:04,R01,964.939,78.6,89,99.557
2025.7.1 0:04,R01,967.658,79.4,88,99.595
2025.7.1 0:04,R01,966.15,79.1,89,99.442
2025.7.1 0:04,R01,965.311,79.2,88,99.415
2025.7.1 0:04,R01,966.049,79.4,90,99.412
2025.7.1 0:04,R01,965.582,78.8,89,99.585
2025.7.1 0:04,R01,967.842,80.2,89,99.409
2025.7.1 0:04,R01,964.792,79.6,89,99.423
2025.7.1 0:04,R01,967.539,78.6,89,99.431
2025.7.1 0:04,R01,964.001,78.5,89,99.424
2025.7.1 0:05,R01,967.667,78.6,88,99.558
2025.7.1 0:05,R01,964.306,79.7,89,99.459
2025.7.1 0:05,R01,965.22,79.6,88,99.582
2025.7.1 0:05,R01,964.278,80.2,89,99.599
2025.7.1 0:05,R01,965.155,78.7,88,99.538
2025.7.1 0:05,R01,964.782,80.2,88,99.49
2025.7.1 0:05,R01,964.482,78.8,88,99.529
2025.7.1 0:05,R01,967.714,79.4,88,99.501
2025.7.1 0:05,R01,966.666,79.6,88,99.498
2025.7.1 0:05,R01,967.757,79.0,88,99.477
2025.7.1 0:05,R01,966.881,79.9,88,99.466
2025.7.1 0:05,R01,966.789,78.8,88,99.596
2025.7.1 0:05,R01,965.62,80.3,88,99.476
2025.7.1 0:05,R01,965.105,78.7,88,99.542
2025.7.1 0:05,R01,964.401,79.5,88,99.557
2025.7.1 0:05,R01,967.221,80.2,88,99.507
2025.7.1 0:05,R01,964.978,79.7,87,99.419
2025.7.1 0:05,R01,966.569,79.1,88,99.44
2025.7.1 0:05,R01,964.599,78.7,88,99.596
2025.7.1 0:05,R01,964.221,79.7,89,99.525
2025.7.1 0:05,R01,967.949,79.9,88,99.476
2025.7.1 0:05,R01,965.106,80.5,87,99.486
2025.7.1 0:05,R01,965.398,79.8,88,99.476
2025.7.1 0:05,R01,967.09,78.5,88,99.572
2025.7.1 0:05,R01,965.522,79.6,88,99.497
2025.7.1 0:05,R01,967.265,78.8,88,99.566
2025.7.1 0:05,R01,967.363,79.1,87,99.483
2025.7.1 0:05,R01,964.025,79.9,87,99.453
2025.7.1 0:05,R01,964.929,79.5,86,99.4
2025.7.1 0:05,R01,965.443,79.7,87,99.54
2025.7.1 0:05,R01,964.606,79.1,87,99.519
2025.7.1 0:05,R01,967.936,80.2,87,99.557
2025.7.1 0:05,R01,967.827,80.1,87,99.408
2025.7.1 0:05,R01,967.302,80.4,88,99.472
2025.7.1 0:05,R01,966.97,79.4,88,99.485
2025.7.1 0:05,R01,966.414,80.3,86,99.568
2025.7.1 0:05,R01,966.751,78.7,88,99.431
2025.7.1 0:05,R01,967.739,79.0,86,99.598
2025.7.1 0:05,R01,967.983,79.1,87,99.525
2025.7.1 0:05,R01,965.095,78.5,86,99.519
2025.7.1 0:05,R01,964.37,79.3,86,99.435
2025.7.1 0:05,R01,966.968,79.9,87,99.432
2025.7.1 0:05,R01,966.227,80.4,87,99.447
2025.7.1 0:05,R01,966.736,79.2,87,99.477
2025.7.1 0:05,R01,966.817,80.0,88,99.551
2025.7.1 0:05,R01,964.682,80.0,87,99.45
2025.7.1 0:05,R01,966.46,79.7,86,99.464
2025.7.1 0:05,R01,965.028,79.4,86,99.515
2025.7.1 0:05,R01,964.678,80.0,87,99.449
2025.7.1 0:05,R01,965.839,78.8,87,99.487
2025.7.1 0:05,R01,967.07,80.1,86,99.552
2025.7.1 0:05,R01,965.325,79.4,87,99.491
2025.7.1 0:05,R01,964.616,79.5,87,99.529
2025.7.1 0:05,R01,965.747,79.8,87,99.447
2025.7.1 0:05,R01,965.261,79.9,86,99.57
2025.7.1 0:05,R01,965.211,80.3,86,99.474
2025.7.1 0:05,R01,966.768,79.1,86,99.59
2025.7.1 0:05,R01,965.886,78.5,87,99.515
2025.7.1 0:05,R01,965.553,79.5,87,99.427
2025.7.1 0:05,R01,965.387,78.7,87,99.427
2025.7.1 0:06,R01,967.069,79.0,86,99.568
2025.7.1 0:06,R01,966.029,79.5,87,99.489
2025.7.1 0:06,R01,967.359,80.1,87,99.496
2025.7.1 0:06,R01,965.066,79.5,87,99.529
2025.7.1 0:06,R01,966.077,78.6,86,99.579
2025.7.1 0:06,R01,964.231,79.3,86,99.49
2025.7.1 0:06,R01,967.292,78.7,87,99.564
2025.7.1 0:06,R01,966.883,80.0,87,99.473
2025.7.1 0:06,R01,965.072,79.7,85,99.458
2025.7.1 0:06,R01,964.996,79.9,85,99.454
2025.7.1 0:06,R01,964.309,79.9,87,99.463
2025.7.1 0:06,R01,966.023,80.2,86,99.562
2025.7.1 0:06,R01,965.901,80.2,85,99.451
2025.7.1 0:06,R01,966.028,79.4,85,99.575
2025.7.1 0:06,R01,964.31,78.7,86,99.416
2025.7.1 0:06,R01,965.849,78.8,86,99.573
2025.7.1 0:06,R01,966.377,80.3,87,99.418
2025.7.1 0:06,R01,967.621,80.4,85,99.459
2025.7.1 0:06,R01,966.413,79.2,86,99.438
2025.7.1 0:06,R01,966.698,78.8,86,99.512
2025.7.1 0:06,R01,965.641,78.6,85,99.485
2025.7.1 0:06,R01,965.444,80.3,86,99.546
2025.7.1 0:06,R01,967.385,79.9,86,99.517
2025.7.1 0:06,R01,964.759,79.2,86,99.534
2025.7.1 0:06,R01,966.849,80.1,85,99.464
2025.7.1 0:06,R01,967.86,79.0,86,99.523
2025.7.1 0:06,R01,966.977,79.2,86,99.451
2025.7.1 0:06,R01,965.654,80.5,85,99.449
2025.7.1 0:06,R01,964.427,78.9,85,99.485
2025.7.1 0:06,R01,965.613,80.5,86,99.418
2025.7.1 0:06,R01,965.059,79.8,86,99.561
2025.7.1 0:06,R01,966.714,79.0,86,99.417
2025.7.1 0:06,R01,966.393,79.8,85,99.446
2025.7.1 0:06,R01,967.09,79.5,85,99.534
2025.7.1 0:06,R01,966.903,78.6,84,99.562
2025.7.1 0:06,R01,966.129,79.3,85,99.491
2025.7.1 0:06,R01,965.018,78.8,84,99.499
2025.7.1 0:06,R01,966.808,79.4,86,99.491
2025.7.1 0:06,R01,965.19,78.6,84,99.463
2025.7.1 0:06,R01,965.893,78.5,84,99.589
2025.7.1 0:06,R01,965.6,79.8,86,99.481
2025.7.1 0:06,R01,966.377,79.0,85,99.46
2025.7.1 0:06,R01,967.951,79.6,85,99.591
2025.7.1 0:06,R01,966.465,80.3,85,99.493
2025.7.1 0:06,R01,966.365,79.7,85,99.515
2025.7.1 0:06,R01,965.595,79.8,85,99.524
2025.7.1 0:06,R01,965.19,79.9,86,99.574
2025.7.1 0:06,R01,967.221,79.6,85,99.489
2025.7.1 0:06,R01,967.144,79.5,85,99.474
2025.7.1 0:06,R01,964.726,79.2,85,99.544
2025.7.1 0:06,R01,964.256,80.3,84,99.417
2025.7.1 0:06,R01,964.802,79.4,84,99.498
2025.7.1 0:06,R01,966.115,78.8,85,99.516
2025.7.1 0:06,R01,966.954,80.2,85,99.486
2025.7.1 0:06,R01,965.413,79.7,85,99.404
2025.7.1 0:06,R01,964.64,79.1,85,99.418
2025.7.1 0:06,R01,964.794,79.7,84,99.483
2025.7.1 0:06,R01,966.399,80.0,84,99.413
2025.7.1 0:06,R01,965.143,79.7,85,99.562
2025.7.1 0:06,R01,965.231,80.0,85,99.566
2025.7.1 0:07,R01,966.409,79.1,84,99.468
2025.7.1 0:07,R01,967.363,80.2,85,99.482
2025.7.1 0:07,R01,964.193,79.6,84,99.465
2025.7.1 0:07,R01,964.463,79.3,84,99.489
2025.7.1 0:07,R01,964.751,78.7,84,99.474
2025.7.1 0:07,R01,964.987,79.7,83,99.429
2025.7.1 0:07,R01,964.23,80.2,84,99.575
2025.7.1 0:07,R01,964.615,79.8,84,99.574
2025.7.1 0:07,R01,967.186,79.3,85,99.581
2025.7.1 0:07,R01,967.711,79.3,85,99.512
2025.7.1 0:07,R01,965.096,79.3,83,99.597
2025.7.1 0:07,R01,964.259,79.1,84,99.417
2025.7.1 0:07,R01,967.571,79.6,84,99.403
2025.7.1 0:07,R01,965.014,79.8,85,99.488
2025.7.1 0:07,R01,964.124,78.6,83,99.403
2025.7.1 0:07,R01,967.497,79.4,84,99.537
2025.7.1 0:07,R01,967.165,79.2,84,99.424
2025.7.1 0:07,R01,967.29,80.0,84,99.568
2025.7.1 0:07,R01,966.09,79.7,84,99.446
2025.7.1 0:07,R01,966.298,78.6,84,99.584
2025.7.1 0:07,R01,965.702,79.7,84,99.581
2025.7.1 0:07,R01,966.882,79.8,84,99.464
2025.7.1 0:07,R01,965.366,80.5,85,99.502
2025.7.1 0:07,R01,966.76,79.4,85,99.466
2025.7.1 0:07,R01,964.236,78.5,84,99.417
2025.7.1 0:07,R01,965.737,78.8,84,99.55
2025.7.1 0:07,R01,966.769,80.2,85,99.469
2025.7.1 0:07,R01,966.293,78.7,84,99.443
2025.7.1 0:07,R01,966.802,79.9,85,99.563
2025.7.1 0:07,R01,964.338,79.1,84,99.442
2025.7.1 0:07,R01,967.361,78.5,83,99.6
2025.7.1 0:07,R01,965.773,79.7,84,99.461
2025.7.1 0:07,R01,967.219,80.0,84,99.513
2025.7.1 0:07,R01,966.812,78.9,84,99.562
2025.7.1 0:07,R01,967.83,79.1,83,99.541
2025.7.1 0:07,R01,965.432,80.0,84,99.542
2025.7.1 0:07,R01,966.722,78.9,85,99.514
2025.7.1 0:07,R01,965.803,79.1,83,99.586
2025.7.1 0:07,R01,964.677,80.1,85,99.51
2025.7.1 0:07,R01,967.816,80.0,84,99.421
2025.7.1 0:07,R01,967.516,79.6,83,99.459
2025.7.1 0:07,R01,965.247,79.3,84,99.511
2025.7.1 0:07,R01,966.881,79.5,84,99.585
2025.7.1 0:07,R01,965.349,78.9,84,99.442
2025.7.1 0:07,R01,967.964,79.5,85,99.405
2025.7.1 0:07,R01,965.44,79.4,84,99.582
2025.7.1 0:07,R01,964.853,80.3,84,99.512
2025.7.1 0:07,R01,966.923,79.0,84,99.442
2025.7.1 0:07,R01,965.856,80.2,84,99.551
2025.7.1 0:07,R01,966.54,79.5,85,99.477
2025.7.1 0:07,R01,966.425,78.9,84,99.451
2025.7.1 0:07,R01,964.519,78.6,83,99.553
2025.7.1 0:07,R01,966.69,79.8,85,99.555
2025.7.1 0:07,R01,965.195,80.1,84,99.577
2025.7.1 0:07,R01,964.077,78.8,84,99.503
2025.7.1 0:07,R01,967.9,79.0,84,99.454
2025.7.1 0:07,R01,967.541,79.2,84,99.438
2025.7.1 0:07,R01,966.458,80.3,83,99.493
2025.7.1 0:07,R01,964.438,79.3,85,99.569
2025.7.1 0:07,R01,965.647,79.7,83,99.566
2025.7.1 0:08,R01,966.117,78.9,84,99.427
2025.7.1 0:08,R01,967.761,79.1,84,99.541
2025.7.1 0:08,R01,964.785,78.6,83,99.43
2025.7.1 0:08,R01,965.918,78.7,83,99.462
2025.7.1 0:08,R01,965.858,79.6,83,99.571
2025.7.1 0:08,R01,964.127,78.5,84,99.512
2025.7.1 0:08,R01,965.567,79.2,84,99.408
2025.7.1 0:08,R01,967.794,78.9,85,99.559
2025.7.1 0:08,R01,964.261,79.0,83,99.498
2025.7.1 0:08,R01,965.85,79.0,85,99.475
2025.7.1 0:08,R01,964.407,78.5,84,99.528
2025.7.1 0:08,R01,965.778,79.9,85,99.534
2025.7.1 0:08,R01,966.612,79.9,84,99.513
2025.7.1 0:08,R01,967.918,79.8,85,99.524
2025.7.1 0:08,R01,965.181,80.1,85,99.481
2025.7.1 0:08,R01,964.978,79.2,84,99.444
2025.7.1 0:08,R01,965.011,80.1,84,99.46
