timestamp,rack_id,module_id,max_cell_temp,min_cell_temp,avg_temp,max_cell_voltage,min_cell_voltage,avg_voltage,string_max_current,string_min_current,avg_current,soc,soh,cell_balancing_status
2025.7.1 0:00,R01,M04,31.758,28.643,30.2,3.6822,3.6512,88.0,43.589,36.891,40.24,89.238,99.001,0
2025.7.1 0:00,R01,M05,31.627,28.46,30.044,3.6774,3.6475,87.9,45.419,36.013,40.716,89.536,98.872,0
2025.7.1 0:00,R01,M06,32.668,28.201,30.434,3.6799,3.6469,87.92,44.777,35.863,40.32,89.82,99.081,0
2025.7.1 0:00,R01,M07,31.955,28.711,30.333,3.6869,3.6525,88.07,45.502,36.989,41.245,89.926,98.578,0
2025.7.1 0:00,R01,M08,46.388,31.569,38.714,3.7144,3.2705,87.32,48.155,24.08,34.081,57.777,54.031,0
2025.7.1 0:00,R01,M09,32.044,29.364,30.704,3.6845,3.653,88.05,44.94,38.937,41.938,91.056,99.255,0
2025.7.1 0:00,R01,M10,32.047,29.385,30.716,3.685,3.654,88.07,45.681,39.344,42.513,91.193,98.925,0
2025.7.1 0:00,R01,M11,33.852,29.2,31.526,3.6906,3.6556,88.15,46.527,38.568,42.547,91.462,99.291,0
2025.7.1 0:00,R01,M01,31.451,27.358,29.404,3.6724,3.6415,87.77,41.367,34.189,37.778,88.265,99.304,0
2025.7.1 0:00,R01,M02,32.391,28.176,30.283,3.6755,3.6512,87.92,42.555,35.643,39.099,89.41,98.538,0
2025.7.1 0:00,R01,M03,31.753,27.856,29.805,3.6734,3.6498,87.88,41.631,35.33,38.48,89.587,99.47,0
2025.7.1 0:00,R01,M04,31.111,28.285,29.698,3.6758,3.6443,87.84,43.624,34.275,38.95,89.442,99.419,0
2025.7.1 0:00,R01,M05,31.357,28.743,30.05,3.6834,3.6455,87.95,44.448,36.233,40.34,89.552,99.46,0
2025.7.1 0:00,R01,M06,32.787,28.515,30.651,3.678,3.6526,87.97,43.601,36.079,39.84,90.432,99.136,0
2025.7.1 0:00,R01,M07,31.705,28.604,30.154,3.6778,3.6553,88.0,44.702,36.889,40.796,90.663,98.906,0
2025.7.1 0:00,R01,M08,43.825,31.731,36.99,3.7254,3.2752,88.1,48.105,22.567,37.261,58.076,54.563,0
2025.7.1 0:00,R01,M09,31.829,29.247,30.538,3.681,3.6563,88.05,46.096,37.477,41.786,90.786,98.58,0
2025.7.1 0:00,R01,M10,32.365,29.454,30.91,3.6875,3.6544,88.1,47.366,38.767,43.067,92.203,99.279,0
2025.7.1 0:00,R01,M11,33.778,29.66,31.719,3.6818,3.6519,88.0,48.439,39.646,44.043,90.788,98.994,0
2025.7.1 0:00,R01,M01,30.558,27.246,28.902,3.6755,3.6436,87.83,42.664,33.239,37.951,88.327,99.203,0
2025.7.1 0:00,R01,M02,30.508,28.032,29.27,3.6782,3.6426,87.85,41.13,35.734,38.432,88.435,98.927,0
2025.7.1 0:00,R01,M03,31.249,28.326,29.788,3.6772,3.6527,87.96,44.16,36.238,40.199,90.246,99.11,0
2025.7.1 0:00,R01,M04,31.549,28.261,29.905,3.6797,3.6453,87.9,43.094,36.813,39.954,90.229,98.979,0
2025.7.1 0:00,R01,M05,31.461,28.423,29.942,3.6813,3.6479,87.95,43.664,37.475,40.57,90.097,99.347,0
2025.7.1 0:00,R01,M06,32.584,28.435,30.51,3.6828,3.6528,88.03,45.812,37.361,41.587,90.887,99.038,0
2025.7.1 0:00,R01,M07,32.145,28.564,30.355,3.6816,3.6501,87.98,46.5,36.672,41.586,90.504,98.629,0
2025.7.1 0:00,R01,M08,46.514,31.193,38.704,3.727,3.2842,87.81,46.509,23.502,36.542,58.821,54.256,0
2025.7.1 0:00,R01,M09,32.584,29.156,30.87,3.6804,3.6547,88.02,45.367,38.121,41.744,91.6,98.919,0
2025.7.1 0:00,R01,M10,32.631,29.06,30.846,3.6824,3.655,88.05,45.58,38.207,41.894,92.189,98.735,0
2025.7.1 0:00,R01,M11,33.259,29.433,31.346,3.6895,3.6527,88.11,45.538,38.788,42.163,91.116,99.155,0
2025.7.1 0:00,R01,M01,31.352,27.481,29.416,3.675,3.6497,87.9,42.049,33.775,37.912,87.724,98.633,0
2025.7.1 0:00,R01,M02,31.366,27.608,29.487,3.6773,3.6436,87.85,41.58,33.571,37.575,89.138,98.671,0
2025.7.1 0:00,R01,M03,31.671,28.41,30.041,3.6745,3.6458,87.84,43.448,35.75,39.599,88.451,98.922,0
2025.7.1 0:00,R01,M04,32.466,28.072,30.269,3.6778,3.6493,87.93,42.246,35.365,38.806,89.716,98.969,0
2025.7.1 0:00,R01,M05,31.025,28.45,29.737,3.6783,3.6473,87.91,42.762,36.535,39.648,89.64,98.867,0
2025.7.1 0:00,R01,M06,31.527,28.561,30.044,3.676,3.6461,87.87,45.088,35.707,40.398,89.576,99.482,0
2025.7.1 0:00,R01,M07,33.221,29.092,31.156,3.6841,3.6526,88.04,43.968,38.16,41.064,90.166,99.167,0
2025.7.1 0:00,R01,M08,46.67,32.027,38.449,3.7224,3.293,87.91,49.34,23.175,35.12,59.34,56.361,0
2025.7.1 0:00,R01,M09,33.476,29.467,31.471,3.6884,3.6513,88.08,46.185,36.624,41.404,90.379,99.457,0
2025.7.1 0:00,R01,M10,32.465,29.298,30.882,3.6843,3.6571,88.1,46.027,38.317,42.172,91.097,99.259,0
2025.7.1 0:00,R01,M11,33.738,29.777,31.758,3.6816,3.6571,88.06,47.922,39.326,43.624,91.052,99.368,0
2025.7.1 0:00,R01,M01,31.791,27.521,29.656,3.6772,3.6433,87.85,41.644,34.719,38.181,88.809,98.695,0
2025.7.1 0:00,R01,M02,31.75,27.872,29.811,3.6775,3.646,87.88,41.646,33.323,37.484,88.718,98.963,0
2025.7.1 0:00,R01,M03,31.688,28.142,29.915,3.68,3.6439,87.89,44.148,33.934,39.041,88.974,98.598,0
2025.7.1 0:00,R01,M04,30.801,28.779,29.79,3.6826,3.6489,87.98,42.543,35.789,39.166,89.129,99.388,0
2025.7.1 0:00,R01,M05,31.428,28.105,29.767,3.6839,3.6531,88.04,44.319,35.275,39.797,89.207,98.511,0
2025.7.1 0:00,R01,M06,32.737,28.908,30.823,3.6781,3.6489,87.92,45.412,35.926,40.669,90.064,99.149,0
2025.7.1 0:00,R01,M07,31.77,28.777,30.273,3.6805,3.6489,87.95,43.54,36.562,40.051,91.731,99.138,0
2025.7.1 0:00,R01,M08,45.705,31.373,37.326,3.7182,3.2621,87.23,46.802,21.602,34.675,58.909,55.049,0
2025.7.1 0:00,R01,M09,31.834,28.909,30.371,3.6851,3.6563,88.1,46.919,39.274,43.096,90.935,99.12,0
2025.7.1 0:00,R01,M10,33.123,29.443,31.283,3.681,3.655,88.03,46.874,39.935,43.404,92.425,98.841,0
2025.7.1 0:00,R01,M11,32.282,30.014,31.148,3.6863,3.6589,88.14,47.962,39.594,43.778,92.267,98.784,0
2025.7.1 0:00,R01,M01,30.396,28.021,29.209,3.675,3.6419,87.8,41.685,33.038,37.361,88.37,98.556,0
2025.7.1 0:00,R01,M02,30.604,28.351,29.477,3.682,3.6502,87.99,42.502,34.42,38.461,89.381,98.693,0
2025.7.1 0:00,R01,M03,31.144,27.794,29.469,3.6777,3.6469,87.9,43.75,33.782,38.766,89.519,99.178,0
2025.7.1 0:00,R01,M04,31.255,28.208,29.731,3.6789,3.6523,87.97,42.277,36.76,39.519,90.846,99.22,0
2025.7.1 0:00,R01,M05,32.31,28.974,30.642,3.6823,3.645,87.93,44.883,34.673,39.778,89.872,98.594,0
2025.7.1 0:00,R01,M06,31.605,28.333,29.969,3.6802,3.6462,87.92,45.704,37.216,41.46,91.386,98.502,0
2025.7.1 0:00,R01,M07,32.772,28.825,30.798,3.678,3.6492,87.93,43.617,35.914,39.766,90.113,99.074,0
2025.7.1 0:00,R01,M08,46.378,32.757,37.418,3.7252,3.2904,87.3,46.009,21.79,36.009,59.506,55.742,0
2025.7.1 0:00,R01,M09,31.99,29.215,30.602,3.6845,3.6575,88.1,45.571,38.097,41.834,91.04,98.85,0
2025.7.1 0:00,R01,M10,32.146,29.548,30.847,3.6855,3.6531,88.06,47.545,38.786,43.166,91.058,98.787,0
2025.7.1 0:00,R01,M11,34.088,29.809,31.949,3.6851,3.6532,88.06,45.944,38.859,42.401,90.731,98.747,0
2025.7.1 0:00,R01,M01,32.061,27.957,30.009,3.6777,3.6493,87.92,40.607,33.63,37.118,88.917,99.411,0
2025.7.1 0:00,R01,M02,32.264,28.227,30.245,3.6755,3.645,87.85,42.465,35.991,39.228,89.055,99.401,0
2025.7.1 0:00,R01,M03,32.35,28.064,30.207,3.674,3.6513,87.9,44.149,36.431,40.29,89.741,99.208,0
2025.7.1 0:00,R01,M04,32.757,27.961,30.359,3.6789,3.6517,87.97,42.026,34.309,38.168,89.733,99.002,0
2025.7.1 0:00,R01,M05,32.344,28.8,30.572,3.6752,3.6524,87.93,44.723,34.527,39.625,89.471,98.938,0
2025.7.1 0:00,R01,M06,31.329,28.986,30.157,3.6769,3.6554,87.99,43.748,35.942,39.845,89.607,99.261,0
2025.7.1 0:00,R01,M07,31.79,29.37,30.58,3.683,3.6498,87.99,44.459,37.686,41.073,91.558,99.48,0
2025.7.1 0:00,R01,M08,46.261,32.733,38.16,3.72,3.2681,88.07,47.317,24.853,36.046,59.601,54.431,0
2025.7.1 0:00,R01,M09,31.968,29.753,30.861,3.6884,3.6513,88.08,45.032,37.105,41.069,90.979,98.63,0
2025.7.1 0:00,R01,M10,33.336,29.732,31.534,3.6823,3.6538,88.03,47.81,37.751,42.781,92.318,98.973,0
2025.7.1 0:00,R01,M11,32.756,29.445,31.101,3.6874,3.6574,88.14,46.473,39.756,43.114,91.318,99.47,0
2025.7.1 0:00,R01,M01,32.16,28.052,30.106,3.6755,3.6458,87.86,40.965,34.235,37.6,89.122,98.528,0
2025.7.1 0:00,R01,M02,30.739,28.123,29.431,3.6739,3.6444,87.82,41.668,35.87,38.769,90.131,98.765,0
2025.7.1 0:00,R01,M03,30.973,28.486,29.73,3.6816,3.6519,88.0,42.927,36.003,39.465,90.136,98.79,0
2025.7.1 0:00,R01,M04,32.269,28.335,30.302,3.6784,3.6513,87.96,43.628,35.47,39.549,90.532,98.81,0
2025.7.1 0:00,R01,M05,32.77,28.985,30.878,3.6776,3.6533,87.97,43.423,36.754,40.088,89.496,98.678,0
2025.7.1 0:00,R01,M06,31.274,28.35,29.812,3.6778,3.649,87.92,43.011,37.314,40.163,90.413,99.276,0
2025.7.1 0:00,R01,M07,32.19,28.799,30.494,3.6774,3.6511,87.94,46.433,36.491,41.462,91.08,99.074,0
2025.7.1 0:00,R01,M08,45.382,31.814,38.205,3.7191,3.2655,87.7,49.631,23.098,35.502,58.569,56.209,0
2025.7.1 0:00,R01,M09,31.962,29.609,30.785,3.6863,3.6532,88.07,47.311,39.436,43.373,91.989,98.936,0
2025.7.1 0:00,R01,M10,33.398,29.363,31.381,3.6847,3.6564,88.09,47.137,38.155,42.646,92.382,98.751,0
2025.7.1 0:00,R01,M11,33.875,29.319,31.597,3.6876,3.656,88.12,45.551,38.187,41.869,91.66,98.74,0
2025.7.1 0:00,R01,M01,31.408,27.717,29.562,3.6722,3.6473,87.83,42.046,34.416,38.231,88.255,99.403,0
2025.7.1 0:00,R01,M02,30.534,28.03,29.282,3.6737,3.6489,87.87,43.187,35.136,39.162,89.232,98.884,0
2025.7.1 0:00,R01,M03,31.661,28.19,29.925,3.6746,3.6494,87.89,42.668,34.013,38.34,89.526,98.601,0
2025.7.1 0:00,R01,M04,32.563,28.236,30.4,3.681,3.644,87.9,43.353,35.129,39.241,90.215,99.436,0
2025.7.1 0:00,R01,M05,31.786,28.618,30.202,3.676,3.6477,87.88,43.438,36.759,40.099,90.775,99.398,0
2025.7.1 0:00,R01,M06,31.37,29.072,30.221,3.6803,3.6498,87.96,45.915,35.168,40.541,89.867,99.247,0
2025.7.1 0:00,R01,M07,31.876,28.892,30.384,3.6869,3.647,88.01,43.655,37.854,40.755,91.025,99.158,0
2025.7.1 0:00,R01,M08,44.375,31.561,38.209,3.7185,3.284,87.66,46.894,24.864,35.682,58.975,55.54,0
2025.7.1 0:00,R01,M09,33.642,29.659,31.651,3.6836,3.6571,88.09,44.862,37.698,41.28,90.452,99.419,0
2025.7.1 0:00,R01,M10,33.549,29.078,31.313,3.6833,3.6504,88.0,45.957,39.466,42.712,92.07,99.4,0
2025.7.1 0:00,R01,M11,33.721,29.526,31.623,3.6863,3.6555,88.1,46.99,40.066,43.528,91.869,99.424,0
2025.7.1 0:00,R01,M01,31.274,27.379,29.327,3.6797,3.6477,87.93,42.339,35.225,38.782,88.317,98.965,0
2025.7.1 0:00,R01,M02,30.923,27.427,29.175,3.6805,3.6425,87.88,42.088,34.953,38.52,89.338,98.987,0
2025.7.1 0:00,R01,M03,32.51,28.387,30.448,3.6741,3.6451,87.83,41.789,36.366,39.078,89.13,98.625,0
2025.7.1 0:00,R01,M04,31.509,28.063,29.786,3.6747,3.6511,87.91,44.379,36.836,40.608,89.155,98.869,0
2025.7.1 0:00,R01,M05,31.62,28.33,29.975,3.6831,3.6485,87.98,43.466,36.822,40.144,90.575,98.621,0
2025.7.1 0:00,R01,M06,31.961,28.545,30.253,3.6767,3.6516,87.94,43.1,37.482,40.291,90.872,99.405,0
2025.7.1 0:00,R01,M07,32.303,29.065,30.684,3.6854,3.6559,88.1,44.512,37.684,41.098,90.678,99.019,0
2025.7.1 0:00,R01,M08,46.33,31.554,37.771,3.7174,3.2894,87.24,48.966,22.628,36.423,58.476,55.354,0
2025.7.1 0:00,R01,M09,33.251,29.295,31.273,3.6823,3.6583,88.09,45.616,36.762,41.189,90.789,98.975,0
2025.7.1 0:00,R01,M10,33.822,29.86,31.841,3.6834,3.6509,88.01,46.573,39.525,43.049,91.623,98.738,0
2025.7.1 0:00,R01,M11,32.703,29.252,30.977,3.6887,3.6571,88.15,46.023,40.419,43.221,92.362,98.652,0
2025.7.1 0:00,R01,M01,31.553,27.873,29.713,3.6799,3.6465,87.92,41.107,33.682,37.395,89.497,98.896,0
2025.7.1 0:00,R01,M02,32.151,28.15,30.151,3.6811,3.6441,87.9,41.072,33.478,37.275,88.85,99.487,0
2025.7.1 0:00,R01,M03,31.424,28.398,29.911,3.675,3.6443,87.83,42.95,34.561,38.755,90.55,99.085,0
2025.7.1 0:00,R01,M04,32.651,28.408,30.53,3.6741,3.6446,87.82,42.755,36.907,39.831,90.93,98.55,0
2025.7.1 0:00,R01,M05,32.606,28.831,30.718,3.6842,3.6468,87.97,44.96,34.849,39.904,90.056,99.141,0
2025.7.1 0:00,R01,M06,32.764,29.092,30.928,3.6777,3.6474,87.9,45.314,35.913,40.614,89.847,99.291,0
2025.7.1 0:00,R01,M07,31.738,28.516,30.127,3.686,3.6525,88.06,43.85,38.432,41.141,90.703,99.471,0
2025.7.1 0:00,R01,M08,46.609,32.763,37.491,3.7257,3.2773,87.64,46.989,23.102,34.709,58.836,56.511,0
2025.7.1 0:00,R01,M09,32.09,29.513,30.802,3.6882,3.6532,88.1,44.617,36.681,40.649,92.142,99.098,0
2025.7.1 0:00,R01,M10,33.322,29.378,31.35,3.6898,3.6514,88.09,45.73,38.298,42.014,92.433,99.377,0
2025.7.1 0:00,R01,M11,32.55,29.319,30.934,3.6909,3.6528,88.12,45.714,40.178,42.946,91.359,99.457,0
2025.7.1 0:00,R01,M01,31.016,27.641,29.328,3.6747,3.6449,87.84,42.527,34.118,38.323,88.905,98.598,0
2025.7.1 0:00,R01,M02,32.385,27.565,29.975,3.6802,3.6425,87.87,43.426,35.203,39.315,90.044,98.586,0
2025.7.1 0:00,R01,M03,31.947,27.93,29.938,3.6801,3.6517,87.98,43.282,34.195,38.739,89.752,98.6,0
2025.7.1 0:00,R01,M04,30.9,27.975,29.438,3.6835,3.6466,87.96,44.351,36.492,40.421,89.629,99.495,0
2025.7.1 0:00,R01,M05,32.344,28.477,30.41,3.6802,3.6477,87.93,43.115,34.988,39.052,89.615,98.92,0
2025.7.1 0:00,R01,M06,32.169,28.314,30.241,3.6781,3.6528,87.97,43.94,35.978,39.959,91.349,99.479,0
2025.7.1 0:00,R01,M07,31.796,28.436,30.116,3.6797,3.657,88.04,43.754,36.526,40.14,91.474,99.332,0
2025.7.1 0:00,R01,M08,47.214,31.365,38.649,3.7224,3.2958,87.4,46.154,23.495,37.829,59.542,56.749,0
2025.7.1 0:00,R01,M09,32.237,29.509,30.873,3.6885,3.6534,88.1,45.935,37.215,41.575,91.243,99.04,0
2025.7.1 0:00,R01,M10,32.447,29.587,31.017,3.6852,3.6575,88.11,47.653,37.468,42.561,91.155,98.938,0
2025.7.1 0:00,R01,M11,33.782,29.947,31.864,3.6895,3.658,88.17,48.288,38.807,43.547,91.693,99.099,0
2025.7.1 0:00,R01,M01,30.821,27.616,29.218,3.677,3.6441,87.85,42.557,32.978,37.767,88.426,98.807,0
2025.7.1 0:00,R01,M02,31.249,28.174,29.712,3.6812,3.6479,87.95,43.235,35.978,39.606,89.107,98.624,0
2025.7.1 0:00,R01,M03,31.738,28.483,30.111,3.6793,3.6461,87.9,43.593,33.843,38.718,89.791,99.414,0
2025.7.1 0:00,R01,M04,32.128,28.368,30.248,3.6753,3.6468,87.87,42.518,36.157,39.337,91.022,98.543,0
2025.7.1 0:00,R01,M05,32.002,28.172,30.087,3.6814,3.6541,88.03,44.532,36.045,40.288,90.89,99.117,0
2025.7.1 0:00,R01,M06,31.37,29.025,30.197,3.6841,3.6478,87.98,44.058,37.061,40.559,91.033,98.784,0
2025.7.1 0:00,R01,M07,32.281,28.414,30.348,3.6852,3.6486,88.01,45.112,38.183,41.648,90.48,99.086,0
2025.7.1 0:00,R01,M08,45.106,31.825,39.032,3.7194,3.3145,87.28,47.816,25.377,34.814,59.122,57.043,0
2025.7.1 0:00,R01,M09,32.205,29.474,30.84,3.6863,3.6563,88.11,46.91,39.236,43.073,92.468,98.537,0
2025.7.1 0:00,R01,M10,33.001,29.446,31.224,3.6892,3.6557,88.14,45.874,38.138,42.006,90.928,99.351,0
2025.7.1 0:00,R01,M11,33.618,29.864,31.741,3.6874,3.6517,88.07,45.975,37.874,41.925,91.277,99.401,0
2025.7.1 0:00,R01,M01,31.912,27.687,29.8,3.6724,3.6507,87.88,40.929,34.105,37.517,88.163,98.857,0
2025.7.1 0:00,R01,M02,30.65,28.162,29.406,3.6745,3.6498,87.89,41.27,33.754,37.512,89.896,98.824,0
2025.7.1 0:00,R01,M03,30.712,27.744,29.228,3.6768,3.6498,87.92,43.259,34.653,38.956,89.965,99.328,0
2025.7.1 0:00,R01,M04,32.615,28.112,30.364,3.6835,3.6505,88.01,42.686,36.092,39.389,89.894,98.593,0
2025.7.1 0:00,R01,M05,32.574,28.596,30.585,3.6811,3.6481,87.95,44.366,37.387,40.877,91.017,98.577,0
2025.7.1 0:00,R01,M06,32.634,29.188,30.911,3.6854,3.6527,88.06,43.976,35.849,39.912,90.134,98.737,0
2025.7.1 0:00,R01,M07,32.505,29.045,30.775,3.6856,3.6553,88.09,43.516,35.833,39.674,92.042,99.473,0
2025.7.1 0:00,R01,M08,47.508,32.933,38.169,3.7151,3.2801,87.61,49.669,23.833,34.871,60.166,55.331,0
2025.7.1 0:00,R01,M09,32.727,28.858,30.792,3.6827,3.6497,87.99,44.557,36.805,40.681,91.01,99.322,0
2025.7.1 0:00,R01,M10,33.314,29.395,31.355,3.6885,3.6576,88.15,45.945,38.974,42.459,92.507,98.619,0
2025.7.1 0:00,R01,M11,34.005,29.894,31.95,3.6844,3.6543,88.06,45.896,39.359,42.627,92.531,99.124,0
2025.7.1 0:00,R01,M01,30.59,27.811,29.2,3.6766,3.6473,87.89,41.839,35.102,38.471,90.028,99.054,0
2025.7.1 0:00,R01,M02,31.043,27.751,29.397,3.6767,3.6448,87.86,42.522,35.271,38.897,89.347,98.735,0
2025.7.1 0:00,R01,M03,31.863,27.951,29.907,3.6794,3.6503,87.96,43.035,36.475,39.755,88.93,99.077,0
2025.7.1 0:00,R01,M04,31.12,28.653,29.886,3.6754,3.6529,87.94,42.905,35.036,38.971,89.37,99.344,0
2025.7.1 0:00,R01,M05,32.208,28.409,30.308,3.6756,3.6481,87.88,44.042,36.84,40.441,91.177,99.283,0
2025.7.1 0:00,R01,M06,32.16,29.1,30.63,3.6767,3.651,87.93,43.718,36.07,39.894,90.336,99.172,0
2025.7.1 0:00,R01,M07,32.911,28.779,30.845,3.6772,3.65,87.93,45.979,35.531,40.755,90.408,98.523,0
2025.7.1 0:00,R01,M08,44.754,32.597,37.704,3.714,3.303,87.46,48.934,26.04,38.568,59.999,56.725,0
2025.7.1 0:00,R01,M09,33.778,29.107,31.442,3.685,3.6496,88.02,46.945,38.287,42.616,91.21,99.001,0
2025.7.1 0:00,R01,M10,33.134,29.705,31.419,3.686,3.6503,88.04,47.741,37.713,42.727,92.45,98.653,0
2025.7.1 0:00,R01,M11,32.75,29.97,31.36,3.6874,3.6576,88.14,46.426,38.04,42.233,91.875,98.703,0
2025.7.1 0:00,R01,M01,30.901,27.271,29.086,3.681,3.6462,87.93,40.606,33.713,37.16,88.637,99.43,0
2025.7.1 0:00,R01,M02,31.397,27.755,29.576,3.6737,3.6434,87.81,42.289,35.591,38.94,89.565,98.933,0
2025.7.1 0:00,R01,M03,31.81,27.676,29.743,3.6811,3.6506,87.98,42.277,35.56,38.919,89.974,99.009,0
2025.7.1 0:00,R01,M04,30.894,27.975,29.434,3.6839,3.6533,88.05,43.795,34.472,39.133,90.447,98.949,0
